State,County,Population,MenPopulation,WomenPopulation,VotingAgeCitizen,Income,IncomePerCapita,PovertyRate,ChildPovertyRate,EmployedPopulation,UnemployedPopulation,EmploymentRate,UnemploymentRate
Mississippi,Clay County,19990,9273,10717,15184,34118,19220,26.6,43.2,7663,1716,50.5,11.3
Mississippi,Coahoma County,24296,11202,13094,17491,28728,16699,36.2,52.2,8402,3323,48.0,19.0
Mississippi,Copiah County,28748,13762,14986,21679,38046,18756,24.3,38.5,10312,2667,47.6,12.3
Mississippi,Covington County,19172,9219,9953,14268,36471,18749,23.1,35.5,7377,1256,51.7,8.8
Mississippi,DeSoto County,173267,83838,89429,124156,62595,28316,9.8,12.5,85681,7574,69.0,6.1
Mississippi,Forrest County,75835,36106,39729,57023,39555,20783,26.3,33.3,32089,6786,56.3,11.9
Mississippi,Franklin County,7772,3752,4020,5877,42388,24864,17.9,24.0,2883,435,49.1,7.4
Mississippi,George County,23545,11894,11651,17092,47640,20973,14.7,15.1,8011,1402,46.9,8.2
Mississippi,Greene County,13801,8077,5724,10905,48029,18002,15.1,13.2,3972,1276,36.4,11.7
Mississippi,Grenada County,21379,10097,11282,16237,34876,20150,24.2,38.6,7958,1689,49.0,10.4
Mississippi,Hancock County,46277,22527,23750,35715,47518,24373,17.2,21.2,19009,3107,53.2,8.7
Mississippi,Harrison County,200491,98928,101563,147304,44684,23127,20.5,31.7,84351,13847,57.3,9.4
Mississippi,Hinds County,243249,113633,129616,180214,41011,22397,23.9,34.9,105853,18021,58.7,10.0
Mississippi,Holmes County,18267,8707,9560,13389,20330,12394,46.5,61.8,4891,2624,36.5,19.6
Mississippi,Humphreys County,8678,4108,4570,6226,26188,15696,40.5,56.1,2730,1314,43.8,21.1
Mississippi,Issaquena County,1296,761,535,1115,25609,16348,40.3,69.6,333,140,29.9,12.6
Mississippi,Itawamba County,23439,11651,11788,18150,38358,20859,18.4,23.8,9392,1107,51.7,6.1
Mississippi,Jackson County,141314,69696,71618,105124,50274,24665,15.3,21.6,60574,8725,57.6,8.3
Mississippi,Jasper County,16547,8008,8539,12738,35271,20619,22.8,36.2,6470,726,50.8,5.7
Mississippi,Jefferson County,7463,3671,3792,5597,21779,13758,47.0,54.9,1833,537,32.7,9.6
Mississippi,Jefferson Davis County,11639,5671,5968,9229,26736,17035,32.5,45.1,3914,988,42.4,10.7
Mississippi,Jones County,68328,33332,34996,49397,38656,20958,21.6,30.8,26883,3853,54.4,7.8
Mississippi,Kemper County,10082,4970,5112,8026,27016,15790,31.8,46.5,3538,546,44.1,6.8
Mississippi,Lafayette County,52744,25611,27133,42154,45019,25719,25.3,26.6,24493,2403,58.1,5.7
Mississippi,Lamar County,60517,29006,31511,44435,56129,28342,16.3,19.4,27791,4088,62.5,9.2
Mississippi,Lauderdale County,78221,38002,40219,58785,41340,23339,21.5,33.4,32021,4233,54.5,7.2
Mississippi,Lawrence County,12659,6150,6509,9568,40432,21826,19.8,29.5,4722,890,49.4,9.3
Mississippi,Leake County,22936,11534,11402,16272,35578,18825,25.1,38.1,8855,1497,54.4,9.2
Mississippi,Lee County,84840,40635,44205,61874,45985,23968,17.3,24.2,38185,3898,61.7,6.3
Mississippi,Leflore County,30113,14013,16100,21394,25210,15403,40.3,54.5,9106,2567,42.6,12.0
Mississippi,Lincoln County,34542,16495,18047,25993,37308,20627,23.6,35.1,13056,1949,50.2,7.5
Mississippi,Lowndes County,59558,28531,31027,44666,43198,23141,21.1,31.9,24054,5092,53.9,11.4
Mississippi,Madison County,102212,48966,53246,74102,68600,36627,12.0,17.3,51194,3779,69.1,5.1
Mississippi,Marion County,25466,12421,13045,19229,30998,19610,25.9,36.1,9171,1596,47.7,8.3
Mississippi,Marshall County,35981,17793,18188,27763,41134,19775,17.8,26.6,14304,1721,51.5,6.2
Mississippi,Monroe County,35967,17148,18819,27581,39444,21643,19.2,26.4,14499,2041,52.6,7.4
Mississippi,Montgomery County,10309,4769,5540,7849,34983,22666,25.6,44.3,4071,714,51.9,9.1
Mississippi,Neshoba County,29437,14095,15342,20901,36755,19243,22.1,29.9,12292,1777,58.8,8.5
Mississippi,Newton County,21437,10043,11394,15857,37643,21177,23.0,32.6,8108,1221,51.1,7.7
Mississippi,Noxubee County,10942,5206,5736,8011,30808,16591,34.9,47.6,3953,1186,49.3,14.8
Mississippi,Oktibbeha County,49392,24860,24532,39151,37348,21322,29.8,23.7,20717,3719,52.9,9.5
Mississippi,Panola County,34229,16553,17676,25180,35891,20191,20.5,28.3,12653,1914,50.3,7.6
Mississippi,Pearl River County,55049,27106,27943,41951,44734,22136,17.9,25.0,21083,4195,50.3,10.0
Mississippi,Perry County,12047,5858,6189,9220,35374,19308,19.9,23.8,4282,940,46.4,10.2
Mississippi,Pike County,39763,18890,20873,28914,30949,17470,32.3,44.1,14021,2226,48.5,7.7
Mississippi,Pontotoc County,31075,15346,15729,21886,41865,20421,17.0,24.1,13673,1379,62.5,6.3
Mississippi,Prentiss County,25389,12360,13029,19542,32854,19016,22.5,33.6,9519,1368,48.7,7.0
Mississippi,Quitman County,7537,3618,3919,5632,25671,15189,37.5,54.2,2333,1369,41.4,24.3
Mississippi,Rankin County,149645,72198,77447,111636,61605,29055,8.5,9.2,71953,5024,64.5,4.5
Mississippi,Scott County,28399,13781,14618,19506,33601,20520,27.8,40.6,10960,2126,56.2,10.9
Mississippi,Sharkey County,4631,2177,2454,3421,30033,17192,29.0,35.7,1509,510,44.1,14.9
Mississippi,Simpson County,27215,13234,13981,20421,37591,19336,27.1,41.4,10299,2022,50.4,9.9
Mississippi,Smith County,16114,7838,8276,12147,37697,21864,18.2,29.5,6463,571,53.2,4.7
Mississippi,Stone County,17981,9096,8885,13864,46283,21615,17.3,24.5,7588,776,54.7,5.6
Mississippi,Sunflower County,26915,14114,12801,20602,28556,14427,32.5,46.5,8371,3626,40.6,17.6
Mississippi,Tallahatchie County,14552,8496,6056,11424,30000,14163,28.3,44.2,3960,1565,34.7,13.7
Mississippi,Tate County,28333,13879,14454,21279,46233,21671,19.3,28.4,11649,1638,54.7,7.7
Mississippi,Tippah County,21993,10762,11231,16206,39351,19780,22.8,34.0,9077,1442,56.0,8.9
Mississippi,Tishomingo County,19476,9400,10076,14913,36672,19379,18.6,22.7,7890,1611,52.9,10.8
Mississippi,Tunica County,10276,4818,5458,7036,32052,18486,27.0,39.6,4213,718,59.9,10.2
Mississippi,Union County,28202,13727,14475,20535,40076,19518,18.2,25.3,11565,1704,56.3,8.3
Mississippi,Walthall County,14670,7186,7484,11063,31077,20155,26.3,36.5,5553,741,50.2,6.7
Mississippi,Warren County,47510,22609,24901,35681,41635,22542,23.7,36.2,19407,2819,54.4,7.9
Mississippi,Washington County,48002,22520,25482,35051,29387,19247,33.7,47.9,17213,5889,49.1,16.8
Mississippi,Wayne County,20458,10011,10447,15297,35215,21515,24.3,32.8,7800,1591,51.0,10.4
Mississippi,Webster County,9868,4832,5036,7452,35634,20662,25.3,37.5,3502,700,47.0,9.4
Mississippi,Wilkinson County,9084,4826,4258,7108,23340,12722,38.7,57.0,2355,888,33.1,12.5
Mississippi,Winston County,18482,8998,9484,14184,33313,23527,25.3,40.9,7303,1404,51.5,9.9
Mississippi,Yalobusha County,12426,6101,6325,9537,37647,20037,22.6,29.1,5274,505,55.3,5.3
Mississippi,Yazoo County,27496,14846,12650,19702,28330,16927,36.5,49.3,7778,3133,39.5,15.9
Missouri,Adair County,25437,12013,13424,20169,38750,21778,26.2,20.7,11274,1109,55.9,5.5
Missouri,Andrew County,17358,8622,8736,13329,56658,28003,9.0,8.3,8504,560,63.8,4.2
Missouri,Atchison County,5335,2642,2693,4283,45259,28209,12.1,15.8,2666,176,62.2,4.1
Missouri,Audrain County,25763,11744,14019,19551,44056,21226,16.7,26.7,10622,1447,54.3,7.4
Missouri,Barry County,35398,17782,17616,25988,40638,20840,20.5,32.4,14330,2079,55.1,8.0
Missouri,Barton County,11942,5924,6018,8885,41184,24628,20.9,29.4,5304,480,59.7,5.4
Missouri,Bates County,16405,8010,8395,12386,45605,25873,14.3,19.2,7261,644,58.6,5.2
Missouri,Benton County,18918,9308,9610,15524,35097,20163,18.6,28.4,6177,1506,39.8,9.7
Missouri,Bollinger County,12347,6180,6167,9592,40791,20687,19.9,29.2,4995,489,52.1,5.1
Missouri,Boone County,174589,84812,89777,133063,52005,28495,18.7,15.2,92859,5855,69.8,4.4
Missouri,Buchanan County,89425,44847,44578,66603,48652,24271,17.3,26.5,42011,3796,63.1,5.7
Missouri,Butler County,42826,20735,22091,32460,37878,20855,21.6,30.0,16983,2986,52.3,9.2
Missouri,Caldwell County,9046,4572,4474,6801,44975,24200,13.3,17.4,3840,258,56.5,3.8
Missouri,Callaway County,44793,22801,21992,34855,53180,24208,12.3,19.4,20199,1499,58.0,4.3
Missouri,Camden County,44855,22316,22539,36232,50496,25492,17.5,28.5,17136,2899,47.3,8.0
Missouri,Cape Girardeau County,78013,37860,40153,59836,49554,25965,17.7,21.2,37488,3171,62.7,5.3
Missouri,Carroll County,8909,4321,4588,6843,43583,24642,18.4,23.1,3700,561,54.1,8.2
Missouri,Carter County,6255,2981,3274,4720,37875,21569,14.5,11.4,2484,326,52.6,6.9
Missouri,Cass County,101888,50019,51869,75465,65352,30618,9.5,13.1,49809,3698,66.0,4.9
Missouri,Cedar County,13862,6883,6979,10451,35930,20228,22.6,27.0,4908,1171,47.0,11.2
Missouri,Chariton County,7586,3768,3818,5861,43186,23463,14.2,15.0,3129,217,53.4,3.7
Missouri,Christian County,83028,40265,42763,60880,55761,26628,10.4,13.5,39399,3227,64.7,5.3
Missouri,Clark County,6807,3467,3340,5179,45216,26253,15.3,22.8,3135,238,60.5,4.6
Missouri,Clay County,236068,115761,120307,173396,65675,31953,8.9,11.5,123139,7629,71.0,4.4
Missouri,Clinton County,20495,10282,10213,15504,57591,27655,11.0,14.7,9661,589,62.3,3.8
Missouri,Cole County,76749,38820,37929,58348,54216,27559,12.6,17.9,36629,2567,62.8,4.4
Missouri,Cooper County,17620,9267,8353,13678,46547,22371,11.2,12.7,7804,684,57.1,5.0
Missouri,Crawford County,24387,12030,12357,18612,37171,20799,20.0,24.8,9420,2159,50.6,11.6
Missouri,Dade County,7581,3877,3704,5963,38880,20468,22.9,36.2,3137,555,52.6,9.3
Missouri,Dallas County,16441,8117,8324,12515,41441,19647,15.7,22.6,5978,976,47.8,7.8
Missouri,Daviess County,8300,4164,4136,6152,45707,22642,13.2,17.9,3571,215,58.0,3.5
Missouri,DeKalb County,12564,8007,4557,10452,46517,18994,12.5,20.5,4325,355,41.4,3.4
Missouri,Dent County,15566,7774,7792,11922,38829,20908,20.8,27.8,5930,870,49.7,7.3
Missouri,Douglas County,13391,6704,6687,10530,33003,18095,20.6,30.9,4997,737,47.5,7.0
Missouri,Dunklin County,30905,14856,16049,22236,32348,18878,26.6,37.3,11669,1534,52.5,6.9
Missouri,Franklin County,102413,51044,51369,77861,53849,27209,10.6,15.7,49855,3815,64.0,4.9
Missouri,Gasconade County,14769,7371,7398,11636,50687,25963,12.0,17.1,6793,396,58.4,3.4
Missouri,Gentry County,6688,3225,3463,4996,43777,20903,18.1,24.0,3037,205,60.8,4.1
Missouri,Greene County,286759,139733,147026,221969,43175,25529,18.5,21.6,138083,11098,62.2,5.0
Missouri,Grundy County,10111,4937,5174,7605,41092,22014,20.5,29.2,4506,274,59.3,3.6
Missouri,Harrison County,8615,4280,4335,6393,42889,20947,18.3,27.7,3821,211,59.8,3.3
Missouri,Henry County,21834,10783,11051,16776,41089,24371,21.2,33.1,8906,1124,53.1,6.7
Missouri,Hickory County,9352,4547,4805,7744,34746,19711,23.3,37.2,3207,743,41.4,9.6
Missouri,Holt County,4499,2239,2260,3616,43981,25306,12.0,12.3,2119,152,58.6,4.2
Missouri,Howard County,10144,5069,5075,7860,50356,23430,16.4,24.5,4804,362,61.1,4.6
Missouri,Howell County,40139,19656,20483,30071,34984,20274,22.9,32.0,16463,1504,54.7,5.0
Missouri,Iron County,10286,5114,5172,8132,36457,19414,21.2,32.0,3829,699,47.1,8.6
Missouri,Jackson County,688554,332936,355618,502554,50652,28965,15.9,23.8,338110,28646,67.3,5.7
Missouri,Jasper County,118522,57694,60828,85474,45328,23390,17.3,24.0,56319,4701,65.9,5.5
Missouri,Jefferson County,222639,110772,111867,168091,60765,27443,10.9,14.7,109196,10926,65.0,6.5
Missouri,Johnson County,53941,27891,26050,41432,50689,23304,16.2,13.5,24278,2859,58.6,6.9
Missouri,Knox County,3976,2010,1966,3010,39674,22171,20.2,28.1,1642,175,54.6,5.8
Missouri,Laclede County,35488,17562,17926,26693,42646,20534,17.7,24.1,14894,2055,55.8,7.7
Missouri,Lafayette County,32655,16121,16534,24800,52557,27260,12.8,20.6,15277,1364,61.6,5.5
Missouri,Lawrence County,38131,19072,19059,27636,41673,21022,17.1,27.4,16701,1713,60.4,6.2
Missouri,Lewis County,10078,5081,4997,7702,47148,22083,15.2,20.0,4814,223,62.5,2.9
Missouri,Lincoln County,54800,27365,27435,40200,58603,24023,13.2,18.1,25119,2533,62.5,6.3
Missouri,Linn County,12248,5907,6341,9309,41652,22361,16.5,26.5,5516,298,59.3,3.2
Missouri,Livingston County,15025,6805,8220,11722,45929,22248,17.9,26.1,6637,399,56.6,3.4
Missouri,McDonald County,22753,11613,11140,15583,41207,19577,19.0,27.7,9010,966,57.8,6.2
Missouri,Macon County,15319,7601,7718,11604,38903,20890,17.0,28.2,6388,859,55.0,7.4
Missouri,Madison County,12226,6004,6222,9398,37484,20081,18.8,21.2,4976,545,52.9,5.8
Missouri,Maries County,8959,4496,4463,7073,41715,22087,18.9,32.7,3705,545,52.4,7.7
Missouri,Marion County,28703,13841,14862,21827,44098,22662,18.4,24.8,13150,1419,60.2,6.5
Missouri,Mercer County,3669,1835,1834,2727,43314,20374,17.7,20.3,1594,95,58.5,3.5
Missouri,Miller County,24947,12291,12656,18952,41461,23346,16.5,23.8,11068,1346,58.4,7.1
Missouri,Mississippi County,13916,7495,6421,10797,32212,17918,31.7,50.9,4796,1080,44.4,10.0
Missouri,Moniteau County,15904,8350,7554,11713,50897,21305,11.9,17.4,6715,668,57.3,5.7
Missouri,Monroe County,8676,4390,4286,6716,42011,22255,13.0,22.0,3893,302,58.0,4.5
Missouri,Montgomery County,11618,5798,5820,8907,43094,21757,16.1,22.7,5012,517,56.3,5.8
Missouri,Morgan County,20097,10028,10069,15634,34776,20055,25.5,36.8,7121,1141,45.5,7.3
Missouri,New Madrid County,18030,8681,9349,13698,33846,20261,24.1,36.2,6939,1288,50.7,9.4
Missouri,Newton County,58237,28926,29311,42846,46723,25837,12.9,15.8,27120,2314,63.3,5.4
Missouri,Nodaway County,22744,11302,11442,18582,41370,21056,22.6,24.1,11535,873,62.1,4.7
Missouri,Oregon County,10779,5261,5518,8354,32070,18309,25.3,39.7,4158,418,49.8,5.0
Missouri,Osage County,13610,7105,6505,10439,54503,24995,6.8,7.6,6890,344,66.0,3.3
Missouri,Ozark County,9328,4665,4663,7495,32021,17857,27.6,40.6,3107,630,41.5,8.4
Missouri,Pemiscot County,17344,8210,9134,12655,32468,18883,28.5,39.0,6326,1354,50.0,10.7
Missouri,Perry County,19135,9429,9706,14409,54935,24846,8.2,10.2,9166,591,63.6,4.1
Missouri,Pettis County,42309,20777,21532,30029,43097,22304,17.2,22.8,18739,1742,62.4,5.8
Missouri,Phelps County,44873,23605,21268,33922,41681,23691,20.4,20.0,19096,2137,56.3,6.3
Missouri,Pike County,18517,10202,8315,14300,45112,20947,15.1,20.9,7527,686,52.6,4.8
Missouri,Platte County,96899,47719,49180,71166,74199,37443,7.2,9.7,51998,2847,73.1,4.0
Missouri,Polk County,31347,15257,16090,23961,44805,21357,14.4,14.2,13901,1390,58.0,5.8
Missouri,Pulaski County,53132,30361,22771,40087,51137,21716,12.8,18.7,16142,3528,40.3,8.8
Missouri,Putnam County,4846,2436,2410,3760,37028,20729,16.9,25.3,2041,222,54.3,5.9
Missouri,Ralls County,10208,5170,5038,7986,50161,24687,13.3,18.5,5003,359,62.6,4.5
Missouri,Randolph County,24987,13075,11912,19320,44754,19984,16.5,20.7,10098,1179,52.3,6.1
Missouri,Ray County,22859,11351,11508,17547,57270,26781,15.6,27.7,10601,948,60.4,5.4
Missouri,Reynolds County,6361,3245,3116,5022,40265,21593,17.3,22.9,2527,382,50.3,7.6
Missouri,Ripley County,13807,6906,6901,10593,33849,18434,23.4,29.8,5364,763,50.6,7.2
Missouri,St. Charles County,385115,189365,195750,284713,78380,35628,5.7,7.6,206974,10250,72.7,3.6
Missouri,St. Clair County,9396,4744,4652,7617,35066,20827,22.2,34.5,3406,609,44.7,8.0
Missouri,Ste. Genevieve County,17882,8934,8948,13857,50959,26418,16.6,27.1,8510,637,61.4,4.6
Missouri,St. Francois County,66248,35790,30458,51727,42873,20944,15.4,18.8,26288,3362,50.8,6.5
Missouri,St. Louis County,999539,474110,525429,747276,62931,38081,9.8,13.9,496931,44089,66.5,5.9
Missouri,Saline County,23010,11372,11638,16886,41567,21729,17.3,26.6,10546,777,62.5,4.6
Missouri,Schuyler County,4450,2204,2246,3246,38848,19882,18.4,25.8,1911,195,58.9,6.0
Missouri,Scotland County,4883,2382,2501,3501,42939,23785,16.7,25.5,2156,161,61.6,4.6
Missouri,Scott County,38858,18844,20014,29350,41628,22939,20.1,30.7,17102,1761,58.3,6.0
Missouri,Shannon County,8273,4048,4225,6435,31202,17903,30.5,44.9,2901,521,45.1,8.1
Missouri,Shelby County,6084,3053,3031,4624,42593,22349,15.5,27.5,2938,222,63.5,4.8
Missouri,Stoddard County,29634,14405,15229,23046,40076,21684,16.8,20.1,12837,1636,55.7,7.1
Missouri,Stone County,31529,15426,16103,25955,43292,26052,12.8,18.5,12223,1999,47.1,7.7
Missouri,Sullivan County,6382,3187,3195,4661,42034,21168,15.9,19.1,2681,158,57.5,3.4
Missouri,Taney County,54308,26360,27948,41632,39661,21381,17.1,24.7,24422,2623,58.7,6.3
Missouri,Texas County,25714,13248,12466,19696,35571,17918,25.3,35.8,8748,1398,44.4,7.1
Missouri,Vernon County,20665,10060,10605,15549,41479,22369,15.2,21.9,9505,638,61.1,4.1
Missouri,Warren County,33554,16773,16781,25248,56193,26845,12.8,19.3,14824,1540,58.7,6.1
Missouri,Washington County,24968,12855,12113,19149,37810,18314,20.2,29.6,9112,1896,47.6,9.9
Missouri,Wayne County,13369,6597,6772,10483,35135,18897,23.4,30.7,4501,849,42.9,8.1
Missouri,Webster County,37558,19170,18388,27180,45185,20468,18.4,25.5,15097,1305,55.5,4.8
Missouri,Worth County,2053,999,1054,1631,48214,22961,15.0,23.3,965,67,59.2,4.1
Missouri,Wright County,18304,9012,9292,13717,31290,19805,25.0,35.2,6631,1152,48.3,8.4
Missouri,St. Louis city,314867,152224,162643,241414,38664,26739,25.0,39.8,152079,22693,63.0,9.4
Montana,Beaverhead County,9360,4694,4666,7524,43880,28420,16.1,9.4,4647,346,61.8,4.6
Montana,Big Horn County,13290,6566,6724,8749,47276,17905,26.8,34.3,4789,1391,54.7,15.9
Montana,Blaine County,6646,3316,3330,4624,35506,17059,32.7,44.2,2494,777,53.9,16.8
Montana,Broadwater County,5755,2896,2859,4584,55295,32268,7.8,4.0,2621,188,57.2,4.1
Montana,Carbon County,10466,5271,5195,8515,56988,31697,9.9,10.9,5127,341,60.2,4.0
Montana,Carter County,1320,660,660,1064,45347,30659,11.8,18.6,607,31,57.0,2.9
Montana,Cascade County,81816,41259,40557,62743,46827,28350,13.1,17.3,36927,2886,58.9,4.6
Montana,Chouteau County,5812,2884,2928,4363,39577,22014,20.3,26.7,2490,153,57.1,3.5
Montana,Custer County,11895,5916,5979,9232,53050,28501,9.8,9.8,6417,157,69.5,1.7
Montana,Daniels County,1788,926,862,1397,53591,36108,4.6,1.8,925,24,66.2,1.7
Montana,Dawson County,9324,4869,4455,7122,59622,29130,12.3,23.2,4805,78,67.5,1.1
Montana,Deer Lodge County,9131,4778,4353,7666,41235,25107,18.8,24.3,3881,176,50.6,2.3
Montana,Fallon County,2925,1526,1399,2135,56806,32371,5.8,9.5,1601,36,75.0,1.7
Montana,Fergus County,11327,5701,5626,8861,47110,27491,14.7,22.6,5593,230,63.1,2.6
Montana,Flathead County,96147,47965,48182,74055,51410,28379,13.6,18.7,46250,2962,62.5,4.0
Montana,Gallatin County,100733,52057,48676,78522,59397,33181,13.0,9.0,56751,3376,72.3,4.3
Montana,Garfield County,1086,560,526,861,47188,29896,5.1,1.8,576,285,66.9,33.1
Montana,Glacier County,13677,6888,6789,9203,29201,16737,33.1,34.7,4539,699,49.3,7.6
Montana,Golden Valley County,747,373,374,594,43854,25110,18.2,29.4,351,26,59.1,4.4
Montana,Granite County,3206,1622,1584,2568,49063,29144,9.9,17.4,1206,177,47.0,6.9
Montana,Hill County,16468,8332,8136,11830,45269,21780,21.2,25.9,7144,757,60.4,6.4
Montana,Jefferson County,11625,5955,5670,9096,64911,32387,9.9,11.2,5302,518,58.3,5.7
Montana,Judith Basin County,1965,1047,918,1634,43281,28709,13.9,11.3,965,47,59.1,2.9
Montana,Lake County,29518,14595,14923,22018,42582,24348,20.9,28.8,11866,1761,53.9,8.0
Montana,Lewis and Clark County,66290,32898,33392,51631,60789,31252,11.4,14.1,34118,1652,66.1,3.2
Montana,Liberty County,2245,1144,1101,1872,46641,36525,13.9,18.0,1129,36,60.3,1.9
Montana,Lincoln County,19249,9634,9615,15589,36934,22483,16.4,21.4,6529,1543,41.9,9.9
Montana,McCone County,1728,923,805,1298,46193,28230,7.7,2.0,798,16,61.5,1.2
Montana,Madison County,7902,4070,3832,6480,47900,31620,10.6,13.8,3873,220,59.8,3.4
Montana,Meagher County,2000,972,1028,1468,41343,20095,15.8,19.8,902,51,61.4,3.5
Montana,Mineral County,4194,2121,2073,3424,40117,22894,20.1,39.2,1583,253,46.2,7.4
Montana,Missoula County,114231,57590,56641,90740,49412,29681,15.9,15.2,61644,5444,67.9,6.0
Montana,Musselshell County,4766,2368,2398,3723,38156,23908,17.4,22.8,1853,208,49.8,5.6
Montana,Park County,16001,7994,8007,12795,44920,29181,13.4,12.1,8162,358,63.8,2.8
Montana,Petroleum County,453,235,218,377,46429,31549,10.1,16.2,256,20,67.9,5.2
Montana,Phillips County,4139,2096,2043,3172,42101,22369,18.0,20.1,1716,282,54.1,8.9
Montana,Pondera County,6081,3004,3077,4495,44597,22866,19.0,28.6,2652,261,59.0,5.8
Montana,Powder River County,1610,776,834,1324,51136,31211,8.2,6.6,954,32,72.1,2.4
Montana,Powell County,6852,4243,2609,5859,44352,23990,14.6,24.7,2552,88,43.6,1.5
Montana,Prairie County,1325,681,644,1021,50850,28366,10.1,13.8,626,26,61.3,2.5
Montana,Ravalli County,41387,20574,20813,32914,44733,25151,16.0,23.9,17549,2238,53.3,6.8
Montana,Richland County,11405,5795,5610,8388,66572,33709,5.9,3.7,6013,218,71.7,2.6
Montana,Roosevelt County,11218,5543,5675,7472,39219,18030,29.1,39.5,3835,762,51.3,10.2
Montana,Rosebud County,9292,4654,4638,6542,54709,23832,19.1,25.8,4032,563,61.6,8.6
Montana,Sanders County,11414,5843,5571,9244,36445,23020,21.2,33.8,4084,703,44.2,7.6
Montana,Sheridan County,3568,1792,1776,2777,51940,32833,12.2,13.6,1879,75,67.7,2.7
Montana,Silver Bow County,34514,17354,17160,27064,40480,26248,19.2,25.4,16310,1597,60.3,5.9
Montana,Stillwater County,9342,4651,4691,7223,61998,31583,6.5,8.7,4508,260,62.4,3.6
Montana,Sweet Grass County,3646,1763,1883,2801,49761,28065,10.4,15.9,1621,25,57.9,0.9
Montana,Teton County,6040,2969,3071,4601,51060,26884,9.8,10.3,2746,78,59.7,1.7
Montana,Toole County,5031,2865,2166,3995,46735,26354,16.6,20.8,2202,40,55.1,1.0
Montana,Treasure County,790,377,413,634,42454,22880,17.0,25.6,388,246,61.2,38.8
Montana,Valley County,7561,3763,3798,5836,55267,29096,7.4,7.1,3832,257,65.7,4.4
Montana,Wheatland County,2108,1084,1024,1544,37222,20165,19.8,30.4,974,52,63.1,3.4
Montana,Wibaux County,1121,560,561,855,47132,24662,10.8,9.1,563,14,65.8,1.6
Montana,Yellowstone County,156332,76868,79464,117966,57955,32296,10.1,11.9,80238,4129,68.0,3.5
Nebraska,Adams County,31564,15981,15583,23151,51721,28085,12.4,18.0,15890,972,68.6,4.2
Nebraska,Antelope County,6406,3213,3193,4851,46949,28091,11.5,14.6,3203,92,66.0,1.9
Nebraska,Arthur County,421,204,217,289,41250,21799,10.9,8.3,177,2,61.2,0.6
Nebraska,Banner County,728,356,372,554,55000,30736,8.9,10.5,398,18,71.8,3.2
Nebraska,Blaine County,502,256,246,396,52000,28503,9.8,15.1,282,4,71.2,1.1
Nebraska,Boone County,5357,2691,2666,4080,53854,28861,7.3,6.6,2769,69,67.9,1.7
Nebraska,Box Butte County,11200,5671,5529,8217,56328,28483,10.9,14.3,5509,419,67.0,5.1
Nebraska,Boyd County,2049,1038,1011,1563,48750,26413,9.8,5.6,1020,25,65.3,1.6
Nebraska,Brown County,3058,1468,1590,2401,42773,29664,16.0,22.3,1584,14,66.0,0.6
Nebraska,Buffalo County,48834,24367,24467,36221,55053,28553,14.4,15.0,27447,1123,75.8,3.1
Nebraska,Burt County,6546,3231,3315,5017,50174,26421,12.3,15.9,3011,176,60.0,3.5
Nebraska,Butler County,8105,4085,4020,6085,52448,27216,7.8,8.5,4121,268,67.7,4.4
Nebraska,Cass County,25513,12813,12700,19134,68284,32509,6.3,7.0,13311,536,69.6,2.8
Nebraska,Cedar County,8561,4349,4212,6400,57208,29694,9.7,13.9,4599,102,71.9,1.6
Nebraska,Chase County,3803,1892,1911,2688,54568,33708,8.0,8.8,2007,62,74.7,2.3
Nebraska,Cherry County,5792,2871,2921,4437,53226,27891,9.0,9.0,3267,115,73.6,2.6
Nebraska,Cheyenne County,10012,4899,5113,7472,58770,32995,10.9,16.3,5587,187,74.8,2.5
Nebraska,Clay County,6264,3210,3054,4585,54167,27275,11.1,17.3,3112,138,67.9,3.0
Nebraska,Colfax County,10616,5527,5089,5342,54876,23393,8.2,9.2,5305,187,99.3,3.5
Nebraska,Cuming County,9039,4557,4482,6581,50734,28762,8.0,12.2,4819,171,73.2,2.6
Nebraska,Custer County,10836,5357,5479,8175,48836,32605,11.9,15.9,5636,204,68.9,2.5
Nebraska,Dakota County,20529,10074,10455,11848,52401,22463,16.8,23.9,10163,865,85.8,7.3
Nebraska,Dawes County,8972,4495,4477,7087,46146,24811,14.3,10.8,4590,71,64.8,1.0
Nebraska,Dawson County,23925,12235,11690,15194,51238,24912,13.7,19.3,12196,638,80.3,4.2
Nebraska,Deuel County,1901,915,986,1508,53438,28225,11.1,17.6,1002,62,66.4,4.1
Nebraska,Dixon County,5765,2905,2860,4079,57036,26094,10.3,16.3,2955,135,72.4,3.3
Nebraska,Dodge County,36576,17980,18596,26161,51748,27162,13.2,19.7,18495,1151,70.7,4.4
Nebraska,Douglas County,549706,270917,278789,377163,58640,32023,13.5,18.5,285735,16595,75.8,4.4
Nebraska,Dundy County,2017,1004,1013,1385,44653,26949,10.5,19.3,927,50,66.9,3.6
Nebraska,Fillmore County,5603,2800,2803,4450,56750,30874,9.9,12.0,2893,111,65.0,2.5
Nebraska,Franklin County,3019,1514,1505,2424,49453,28635,13.3,18.8,1496,63,61.7,2.6
Nebraska,Frontier County,2624,1324,1300,2071,52090,27900,10.9,15.9,1253,66,60.5,3.2
Nebraska,Furnas County,4814,2356,2458,3669,43400,24522,13.5,20.1,2394,92,65.2,2.5
Nebraska,Gage County,21632,10816,10816,16736,52223,27424,9.1,10.5,11118,536,66.4,3.2
